Abk;Kurzname;Ländercode;Locationcode;Gültig ab
XPKOO;Kolo;;;
XPKOB;Kolobrzeg;;;
XMKL;Kolontar;;;
WKP;Kölpinsee;DE;15773;2008-12-14
XPKK;Koluszki;;;
KKOL;Ko-Lützel;DE;15658;2008-12-14
KKOLM;Ko-Lützel Mitte;DE;15659;2008-12-14
KKOLN;Ko-Lützel Nord;DE;15660;2008-12-14
XYKO;Komarno;;;
XMKO;Komarom;;;
SKOW;Ko-Moselweiß;DE;15662;2008-12-14
RKOE;Köndringen;DE;15774;2008-12-14
XOKB;Kongsberg;;;
XOKN;Kongsvinger;;;
XOKL;Kongsvoll;;;
KKOB;Königsb (Kobl);DE;15777;2008-12-14
TKB;Königsbach/Baden;DE;15778;2008-12-14
LKB;Königsborn;DE;15779;2008-12-14
TKS;Königsbronn;DE;15780;2008-12-14
DKB;Königsbrück;DE;15781;2008-12-14
HKBA;Königsbühl;DE;11535;2008-12-14
RKHS;Königschaffhaus.;;;
FKHN;Königshofen;;;
TKF;Königshofen (Bd);DE;15785;2008-12-14
HKOL;Königslutter;DE;15787;2008-12-14
FKKPL;Königsplatz;;;
EKSO;Königsstollen;DE;14795;2008-12-14
DKOU;Königst (Sä) Üst;DE;15790;2012-10-01
FKOE;Königstein (Ts);;;
DKOH;Königstein Hp;DE;15789;2008-12-14
AKS;Königstraße;DE;14402;2008-12-14
KKOW;Königswinter;DE;15793;2008-12-14
XPKN;Konin;;;
UKZ;Könitz (Thür);DE;15794;2008-12-14
ZBKC;Konjic;;;
XRKJ;Konjscina;;;
LKO;Könnern;DE;15795;2008-12-14
ZUKT;Konotop;;;
RKO;Konstanz;DE;15797;2008-12-14
XSKZ;Konstanz      CH;;;
RQK;Konstanz 4000;DE;15799;2008-12-14
RQKR;Konstanz 4322;DE;15800;2008-12-14
RXKZ;Konstanz Gr;DE;15801;2008-12-14
RXKR;Konstanz Gr Roma;DE;15802;2008-12-14
SKZ;Konz;DE;15807;2008-12-14
SKZK;Konz Kuag;DE;15808;2008-12-14
XNKB;Koog Bloemwijk;;;
XNKZ;Koog-Zaandijk;;;
XZKL;Koper Luka;;;
XZK;Koper Tovorna;;;
RKOP;Ko-Petershausen;DE;15804;2008-12-14
KPFD;Ko-Pfaffendorf;DE;15663;2008-12-14
XOKG;Koppang;;;
XOKP;Koppera;;;
FKP;Köppern;;;
FKOB;Korbach;DE;15810;2008-12-14
FKOBI;Korbach Ind-Stgl;DE;15811;2010-12-12
FKBS;Korbach Süd;DE;15812;2010-12-12
SKDL;Kordel;DE;15813;2008-12-14
XTKOV;Korenov;;;
XTKOZ;Korenov zastavka;;;
ZUKOK;Koristovka;;;
RKOR;Kork;DE;15815;2008-12-14
FKRL;Körle;DE;15816;2008-12-14
FKOT;Körle Ost;DE;15817;2008-12-14
XMKR;Körmend;;;
EKRN;Körne;DE;12389;2008-12-14
XOKJ;Kornsjo;;;
TKO;Korntal;DE;15820;2008-12-14
TKO E;Korntal Em WEG;DE;15821;2012-12-09
TKO G;Korntal Gymnas;;;
AKWS;Kornweg;DE;14403;2008-12-14
TK  N;Kornwesth Rbf NO;DE;15826;2008-12-14
TK  W;Kornwesth Rbf NW;DE;15827;2008-12-14
TK  O;Kornwesth Rbf SO;DE;15830;2008-12-14
TK  S;Kornwesth Rbf SW;DE;15831;2008-12-14
TKH;Kornwestheim Pbf;DE;15823;2008-12-14
TK;Kornwestheim Rbf;DE;15824;2008-12-14
TK  A;Kornwst Salzweg;DE;15828;2008-12-14
ZUKN;Korosten;;;
KKOI;Korschenbroich;DE;15833;2008-12-14
XDKS;Korsoer;;;
ZUKS;Korsun;;;
ZUKSS;Korsun-Sevcenkiv;;;
XPKS;Korsze;;;
XBKO;Kortenberg;;;
XBKK;Kortrijk;;;
XQKY;Köseköy;;;
WKO;Koserow;DE;15834;2008-12-14
XYK;Kosice;;;
KKSL;Koslar (Jülich);;;
XJKO;Kosovo Polje;;;
KKSM;Ko-Stadtmitte;DE;15654;2010-12-12
XRKS;Kostajnica;;;
XTKS;Kostalov;;;
FKOS;Kostheim;DE;15835;2008-12-14
FKOO;Kostheim Ost;DE;15836;2008-12-14
XPK;Kostrzyn;;;
XPKOS;Kostrzyn Osob;;;
XPKTO;Kostrzyn Tow;;;
XPKW;Kostrzyn Wielkop;;;
XPKO;Koszalin;;;
LK;Köthen;DE;15837;2008-12-14
LKTG;Köthen DB-Grenze;DE;15839;2011-12-11
LK  B;Köthen Stw B 4;DE;15841;2008-12-14
LK  C;Köthen Stw B 6;DE;15842;2008-12-14
LK  D;Köthen Stw W 3;DE;15843;2008-12-14
LK  R;Köthen Stw W 7;DE;15840;2008-12-14
NKMG;Kothmaißling;DE;15844;2008-12-14
ZUKK;Kotovsk;;;
XOKY;Kotsoy;;;
KKOH;Kottenheim;DE;15847;2008-12-14
DKOT;Kottewitz;DE;15848;2011-01-20
DKTW;Köttewitz;DE;15849;2008-12-14
LKTU;Kötzschau;DE;15852;2008-12-14
XTKU;Kounov;;;
XTKO;Kovarska;;;
ZUKO;Kovel;;;
SKV;Kövenig;DE;15854;2008-12-14
RKOW;Ko-Wollmatingen;DE;15806;2008-12-14
UKR;Kraftsdorf;DE;15855;2008-12-14
BFIK;Kraftw Finkenh;DE;13191;2008-12-14
EEZK;Krages;DE;13099;2008-12-14
EKRG;Kraghammer;DE;10322;2008-12-14
XJKR;Kragujevac;;;
LKRE;Krahne;;;
RKT;Kraichtal;DE;15856;2008-12-14
XPKR;Krakow Gl Osob;;;
XPKNH;Krakow Nowa Huta;;;
XJKL;Kraljevo;;;
XYKA;Kralovany;;;
XTKRP;Kralovske Porici;;;
XTKR;Kralupy n.Vl.;;;
ZUKM;Kramatorsk;;;
XAKA;Kranebitten;;;
UKD;Kranichfeld;DE;15859;2008-12-14
XZKJ;Kranj;;;
HKHG;Krankenhagen;;;
XTKC;Kraslice;;;
XTKP;Kraslice p Vlek;;;
XTKCP;Kraslice Predm;;;
XTKCS;Kraslice stred;;;
XTKLP;Krasna Lipa;;;
XTKLM;Krasna Lipa mest;;;
ZUKR;Krasne;;;
XCKD;Krasnodar;;;
XCKR;Krasnoje      RU;;;
ZUKL;Krasnyi Liman;;;
WKG;Kratzeburg;DE;15860;2010-10-01
RKRS;Krauchenwies;;;
KNKR;Krauthausen;;;
TKTH;Krautheim/Jagst;;;
XTK;Krec;;;
EKRD;Kredenbach;DE;15866;2008-12-14
KKR;Krefeld Hbf;DE;15870;2008-12-14
KKFN;Krefeld Nord;;;
KKRH;Krefeld Ost Hf;;;
KKRD;Krefeld Süd;;;
KKRI;Krefeld-Inrath;;;
KKRL;Krefeld-Linn;DE;15876;2008-12-14
KKRO;Krefeld-Oppum;DE;15878;2008-12-14
HK;Kreiensen;DE;15881;2008-12-14
SKRB;Kreimbach-Kaulb;DE;15882;2008-12-14
ZUKG;Kremenchug;;;
BKRM;Kremmen;DE;15883;2008-12-14
AKM;Krempe;DE;15884;2008-12-14
AKHD;Kremperheide;DE;15885;2008-12-14
XAKD;Krems(Donau);;;
XAKRM;Kremsmünster Mkt;;;
LKNZ;Krensitz;DE;15886;2008-12-14
TKN;Kressbronn;DE;15887;2008-12-14
TQKN;Kressbronn BW/BY;DE;15889;2008-12-14
SKK;Kreuz Konz;DE;15892;2008-12-14
KKUZ;Kreuzau;;;
KKUZE;Kreuzau Eifelstr;;;
KKRZ;Kreuzberg (Ahr);DE;15894;2008-12-14
MKZB;Kreuzeckbahn;;;
WKZ;Kreuzkrug;;;
XSKRB;Kreuzl.Bernrain;;;
XSKR;Kreuzlingen;;;
XSKL;Kreuzlingen Haf.;;;
MKZ;Kreuzstraße;DE;15895;2008-12-14
EKT;Kreuztal;DE;15896;2008-12-14
EKT G;Kreuztal Gbf;DE;15897;2008-12-14
ELTF;Kreuzt-Littfeld;DE;15898;2010-12-12
KKRW;Kreuzweingarten;DE;15899;2008-12-14
KHB;Kr-Hobu Chempark;DE;14998;2013-12-15
KKRK;Kriba;DE;15871;2008-12-14
XAKK;Krichdorf a d Kr;;;
XAKY;Krift;;;
FKRI;Kriftel;DE;15903;2008-12-14
XFKM;Krimmeri-Meinau;;;
XTKM;Krimov;;;
DKRP;Krippen;DE;15906;2008-12-14
XOKS;Kristiansand;;;
XRKI;Krizevci;;;
UKPR;Krölpa-Ranis;DE;15908;2008-12-14
XNKA;Krommenie-As;;;
NK;Kronach;DE;15910;2008-12-14
NKMU;Kronach Müll;DE;15913;2008-12-14
FKRO;Kronberg (Ts);DE;15915;2008-12-14
FKRS;Kronberg Süd;DE;15916;2008-12-14
EKSP;Kronospan;DE;19241;2008-12-14
AKRH;Kronshagen;DE;15917;2013-05-07
WKRP;Kronskamp;DE;15918;2008-12-14
SKRO;Kronweiler;DE;15919;2008-12-14
WKR;Kröpelin;DE;15920;2008-12-14
XNKR;Kropswolde;;;
DKPW;Kroptewitz;;;
XPKRO;Krosno Odrz;;;
LKRF;Krottorf;DE;15922;2008-12-14
XZKR;Krsko;;;
LKUE;Krüden;DE;15923;2011-02-01
LKUG;Krüden DB-Grenze;DE;15925;2008-12-14
KKRU;Kr-Uerdingen;DE;15879;2008-12-14
KKRX;Kr-Uerdingen  Hp;DE;15880;2008-12-14
KKRF;Kruft;DE;15926;2008-12-14
BKRL;Krugau Lager;;;
MKRS;Krumbach(S)Schul;DE;15930;2008-12-14
MKRB;Krumbach/S;DE;15929;2008-12-14
DKRU;Krumhermsdorf;DE;15931;2008-12-14
EKRU;Krummenerl;DE;15932;2008-12-14
NKRN;Krummennaab;DE;15933;2009-01-27
LKRP;Krumpa;DE;15934;2008-12-14
XAKR;Krumpendorf;;;
AKRS;Krupunder;DE;15935;2008-12-14
XTKRY;Kryry;;;
XPKC;Krzeszowice;;;
XPKI;Krzewie;;;
XPKZG;Krzewina Zgorzel;;;
XPKY;Krzyz;;;
FKASH;KS Am Stern Holl;;;
FKHFH;KS Hauptfriedhof;;;
FKHBS;KS Hegelsbergstr;;;
FKHPL;KS Holländ Platz;;;
FKHST;KS Holländ Str;;;
FKMBS;KS Mombachstr;;;
FKWST;KS Wiener Straße;;;
FKWNA;Ksl Nord/West A;DE;15418;2010-06-04
FKWNB;Ksl Nord/West B;DE;15419;2010-06-04
FKBB;Ksl-Bettenh Berg;DE;15431;2008-12-14
FKBH;Ksl-Bettenhausen;DE;15430;2008-12-14
FKH;Ksl-Harlesh;DE;15432;2008-12-14
FKNZ;Ksl-Niederzw;DE;15434;2008-12-14
FKNH;Ksl-Nordshausen;;;
FKOZ;Ksl-Oberzwehren;DE;15435;2008-12-14
FKWS;Ksl-Wilhelmsh S;;;
FKW;Ksl-Wilhelmshöhe;DE;15439;2008-12-14
KKSH;K-Stammheim;DE;15768;2008-12-14
DKU;Kubschütz;DE;15936;2008-12-14
TKUC;Kuchen;DE;15937;2008-12-14
XAKU;Kuchl;;;
ZUKU;Kuchurgan;;;
DKW;Küchwald;DE;15940;2008-12-14
AKUD;Kudensee;DE;15939;2008-12-14
XAKN;Kufstein;;;
MXKU;Kufstein Grenze;DE;15953;2008-12-14
KKBR;Kuhbrücke;;;
WKBM;Kühlungsborn Mi;;;
WKBO;Kühlungsborn Os;;;
WKBW;Kühlungsborn We;;;
AKML;Kuhmühlen;;;
UKU;Kühnhausen;DE;15941;2008-12-14
LKUH;Kühren;DE;15942;2008-12-14
XWKU;Kulata;;;
XCKUL;Kulatka;;;
RKUL;Kullenm (H-alb);;;
NKUH;Kulmb Heinlein;DE;15961;2008-12-14
NKU;Kulmbach;DE;15959;2008-12-14
NKUI;Kulmbach IRUSO;DE;15962;2008-12-14
NMOF;Kulmbach Mönchs;DE;15963;2008-12-14
NMKU;Kulmbach Müll;DE;15964;2008-12-14
FKWB;Külte-Wetterburg;DE;15944;2008-12-14
ZAKU;Kumanovo;;;
WKUM;Kummerow (b Srd);DE;15965;2008-12-14
BKUM;Kummersdorf(b S);DE;15966;2008-12-14
XCKH;Kunashak;;;
XCKV;Kunavino;;;
XAKUN;Kundl;;;
BPA;Kunersdorf;DE;15967;2011-04-29
XVKA;Kungsbacka;;;
XVKH;Kungsbacka Hede;;;
FKBHK;Kunigundishof;;;
XPKU;Kunowice;;;
EKUE;Künsebeck;DE;15945;2008-12-14
EKNT;Küntrop;DE;15946;2008-12-14
RBTK;Kupferhälde;DE;11686;2008-12-24
AKUP;Kupfermühle;DE;15970;2008-12-14
XPKUP;Kupienino;;;
RKU;Kuppenheim;DE;15971;2010-12-12
NKUE;Küps;DE;15948;2008-12-14
DKUR;Kürbitz;DE;15949;2008-12-14
XCKU;Kurgan;;;
DKJH;Kurort Jonsdf Hp;;;
DKJ;Kurort Jonsdorf;;;
DKOY;Kurort Oybin;;;
DKON;Kurort Oybin Ndf;;;
DRAT;Kurort Rathen;DE;15974;2008-12-14
TWBK;Kurpark;;;
HKUR;Kurve;DE;14552;2008-12-14
SKUS;Kusel;DE;15975;2008-12-14
XCKS;Kushmurun;;;
XSKN;Küssnacht a R;;;
BKI;Küstrin-Kietz;DE;15950;2008-12-14
BXK;Küstrin-Kietz Gr;DE;15952;2008-12-14
BQKK;Küstr-Kietz LGr;DE;15951;2008-12-14
AKTH;Kutenholz;;;
XRKU;Kutina;;;
XTKH;Kutna Hora hl.n.;;;
XPKT;Kutno;;;
XYKU;Kuty;;;
MKUN;Kutzenhausen;DE;15977;2008-12-14
ZLKZ;Kuziai;;;
XPKZ;Kuznica (Hel);;;
XPKB;Kuznica Bialost;;;
XOKV;Kval;;;
XOK;Kvam;;;
XOKF;Kvitfjell;;;
KKWW;K-Weiden West;DE;15770;2009-01-27
LKYA;Kyhna;DE;15979;2008-12-14
SKY;Kyllburg;DE;15980;2008-12-14
WKY;Kyritz;DE;15981;2008-12-14
XYKY;Kysak;;;
XTKT;Kytlice;;;
RLBM;L BASF Pbf Mitte;DE;16526;2010-12-12
KLBY;L Chemiepark NE;;;
KBAY;L Chempark Hp;DE;16339;2013-12-15
ALHS;L Hochschulstadt;DE;16562;2013-12-15
LLVD;L Völkerschlacht;DE;16240;2009-12-13
RLRU;L.hafen-Ruchheim;;;
XFLBS;La Bastide S L;;;
XFBT;La Bathie;;;
XFWBI;La Brigue;;;
XFLAT;La Charite;;;
XELE;La Encina;;;
XELL;La Llagosta;;;
XBLL;La Louviere-Cent;;;
XFGPL;La Plaine;;;
XFXGP;La Plaine Gr CH;;;
XFLRY;La Roche s Yon;;;
XELR;La Roda d Albac;;;
XFLST;La Souterraine;;;
XILS;La Spezia C;;;
XILM;La Spezia M;;;
XILSM;La Spezia Maritt;;;
XALAA;Laa a d Thaya;;;
NLB;Laaber;DE;15982;2008-12-14
WLA;Laage (Meckl);DE;15983;2008-12-14
XNLA;Laaken;;;
XALKN;Laakirchen    AT;;;
HLAW;Laarwald;;;
HXL;Laarwald Grenze;;;
MLBW;Laberweinting;DE;15985;2011-12-11
XSLH;Lachen;;;
HLDF;Lachendorf;;;
XOLL;Ladalen;;;
XOLE;Lademoen;;;
RLD;Ladenburg;DE;15987;2008-12-14
ELAG;Lage (Lippe);DE;15988;2008-12-14
XNZLW;Lage Zwaluwe;;;
MLLF;Lagerlechfeld;DE;15990;2008-12-14
XALN;Lähn;;;
FLSR;Lahnt-Sarnau;DE;15992;2010-12-12
XVLH;Laholm;;;
RLSW;Lahr (Schwarzw);DE;15993;2008-12-14
XFLAE;L'Aigle;;;
XILG;Laigueglia;;;
NLCK;Laineck;;;
BLAM;Lakoma;DE;21633;2008-12-14
WLD;Lalendorf;DE;15995;2008-12-14
WLDO;Lalendorf Ost;DE;15996;2008-12-14
NLAM;Lam;;;
XLIM;Lamadelaine;;;
XLLM;Lamadelaine;;;
XALB;Lambach;;;
RLBP;Lambrecht(Pfalz);DE;15997;2008-12-14
RLSH;Lambsheim;DE;15998;2008-12-14
FLR;Lamerden;DE;15999;2008-12-14
XILA;Lamezia T.C.;;;
FLAE;Lämmerberg;DE;10705;2013-06-12
XSLMC;Lamone-Cadempino;;;
FLP;Lampertheim;DE;16000;2008-12-14
SLAO;Lampertsmühle-O;DE;16001;2008-12-14
BLW;Lampertswalde;DE;16002;2008-12-14
XBLA;Lanaken;;;
WLAK;Lancken;DE;16003;2008-12-14
MLDI;Landau (Isar);DE;16004;2008-12-14
RLW;Landau(Pfalz) W;DE;16009;2008-12-14
RLA;Landau(Pfalz)Hbf;DE;16006;2008-12-14
RLAD;Landau(Pfalz)Süd;DE;16008;2012-12-09
XALE;Landeck;;;
XBLD;Landen;;;
XVLA;Landeryd;;;
HLDB;Landesbergen/Han;DE;16010;2008-12-14
XNLG;Landgraaf;;;
MALD;Landl (Obb) Abzw;DE;16013;2008-12-14
MLDL;Landl (Oberbay);DE;16012;2008-12-14
XSLQ;Landquart;;;
FLRN;Landrücken Nord;DE;15339;2008-12-14
FLRS;Landrücken Süd;DE;19771;2008-12-14
XFLA;Landry;;;
MLLS;Landsb(L) Schule;DE;16018;2008-12-14
LLBG;Landsberg;DE;16014;2008-12-14
LQLA;Landsberg S LGr;DE;16016;2008-12-14
LLAS;Landsberg Süd;DE;16015;2008-12-14
MLL;Landsberg/Lech;DE;16017;2008-12-14
BLST;Landsberger All.;DE;10890;2012-12-09
MLA;Landshut/B Hbf;DE;16021;2008-12-14
MLAS;Landshut/B Süd;DE;16022;2008-12-14
SLD;Landstuhl;DE;16025;2008-12-14
SLWR;Landsw-Reden;DE;16027;2008-12-14
ALAS;Landungsbrücken;DE;14404;2008-12-14
ALAN;Landwehr;DE;14405;2008-12-14
FLGS;Lang Göns;DE;16028;2008-12-14
XDLG;Langaa;;;
NLG;Langdorf;DE;16031;2008-12-14
XBLO;Langdorp;;;
DLAB;Langebrück (Sa);DE;16032;2008-12-14
HLAN;Langeland;DE;16033;2009-12-01
ALAL;Langeln(Holst);;;
HLNG;Langelsheim;DE;16035;2008-12-14
FLG;Langen (Hess);DE;16037;2008-12-14
XALA;Langen a.Arlberg;;;
TLR;Langenargen;DE;16039;2008-12-14
TLL;Langenau (Württ);DE;16041;2008-12-14
TQLL;Langenau(Wü)LGr;DE;16042;2008-12-14
MLB;Langenbach (Obb);DE;16044;2008-12-14
HLBA;Langenberg;DE;15144;2008-12-14
ELBG;Langenberg/Rhein;DE;16045;2008-12-14
RLBD;Langenbrand-Berm;DE;16049;2008-12-19
HLBT;Langenbrück(Tec);;;
DLCH;Langenbuch;DE;16050;2009-04-09
HLGD;Langendamm (Han);DE;16052;2008-12-14
WLDF;Langendorf;DE;16054;2008-12-14
ULF;Langendorf Hp;DE;16053;2008-12-14
LLGS;Langeneichstädt;DE;16055;2012-01-05
KLA;Langenfeld (Rhl);DE;16057;2008-12-14
NLD;Langenfeld(Mfr);DE;16056;2008-12-14
ALST;Langenfelde;DE;14459;2008-12-14
XLLG;Langengrund;;;
FLAH;Langenhahn;DE;16062;2008-12-14
HLGM;Langenhgn Mitte;DE;16059;2009-12-13
HLGH;Langenhgn Pferde;DE;16060;2008-12-14
HKAW;Langenh-Kaltw;DE;16061;2008-12-14
ALG;Langenhorn/Schl;DE;16064;2008-12-14
SLN;Langenlonsheim;DE;16066;2008-12-14
ALGM;Langenmoor;;;
ULAO;Langenorla Ost;DE;16068;2008-12-14
ULAW;Langenorla West;DE;16069;2008-12-14
NLP;Langenprozelten;DE;16070;2008-12-14
TLSM;Langenschemmern;DE;16071;2008-12-14
FLSW;Langenschwarz;DE;16072;2008-12-14
FSLB;Langenselbold;DE;16073;2008-12-14
LLAG;Langenstein;DE;16074;2008-12-14
RLSS;Langensteinb.Er.;;;
RLBB;Langensteinbach;;;
RLSB;Langensteinbach;;;
XSLT;Langenthal;;;
MLNW;Langenwang/Schw;DE;16075;2008-12-14
LLWD;Langenweddingen;DE;16076;2008-12-14
DLWM;Langenwolm Mitte;DE;16078;2008-12-14
DLW;Langenwolmsdf;DE;16077;2008-12-14
NLZ;Langenzenn;DE;16079;2008-12-14
KLAW;Langerwehe;DE;16080;2008-12-14
TLAF;Langes Feld;DE;20079;2008-12-14
WLG;Langhagen;DE;16083;2008-12-14
XALK;Langkampfen;;;
NLGU;Langlau;DE;16084;2008-12-14
XOLG;Langlete;;;
SLM;Langmeil (Pfalz);DE;16085;2008-12-14
SLMG;Langmeil DB/DTV;DE;16086;2008-12-14
MLQU;Langquaid/Eggm;DE;16087;2008-12-14
ELSD;Langschede;DE;16088;2008-12-14
FLF;Langsdf (Obhess);DE;16089;2008-12-14
FLAS;Langstadt;DE;10388;2008-12-14
HLGW;Langwedel;DE;16090;2008-12-14
MLAW;Langweid (Lech);DE;16091;2008-12-14
BLAK;Lankwitz;DE;11050;2008-12-14
NLAN;Lanzendorf;DE;16092;2009-01-27
XJLP;Lapovo;;;
XGL;Larissa;;;
XPJR;Laroslaw;;;
XPLAO;Laski Odrz;;;
XPJL;Laskowice Jelcz;;;
XPLP;Laskowice Pom;;;
XOLM;Lassemoen;;;
HLAT;Lathen;DE;16094;2008-12-14
HLAO;Lathen Ost;;;
XILT;Latina;;;
NLDF;Laubendorf;DE;16098;2008-12-14
SLAU;Laubenheim(Nahe);DE;16099;2008-12-14
ULCH;Laucha (Unstrut);DE;16100;2008-12-14
TLT;Laucherthal;;;
BLH;Lauchhammer;DE;16101;2008-12-14
TLH;Lauchheim;DE;16104;2008-12-14
RLAU;Lauchringen;DE;16105;2008-12-14
RLAG;Lauchringen DB/W;DE;16106;2008-12-14
RLAC;Lauchringen West;DE;16107;2008-12-14
TL;Lauda;DE;16108;2008-12-14
RLCH;Laudenb(Bergstr);DE;16109;2012-12-09
NLK;Laudenbach;DE;16113;2009-12-13
RQLC;Laudenbach LGr;DE;16110;2008-12-14
TLC;Laudenbach/Württ;DE;16112;2013-12-15
ALUB;Lauenbrück;DE;16114;2008-12-14
ALAU;Lauenburg (Elbe);DE;16115;2008-12-14
AQLA;Lauenburg NI/SH;DE;16116;2008-12-14
HQLF;Lauenfö NI/NRW;DE;16117;2008-12-14
HLFO;Lauenförde-Bev;DE;16118;2008-12-14
DLST;Lauenstein (S);DE;16120;2008-12-14
NLL;Lauf (links Peg);DE;16121;2008-12-14
NLLW;Lauf West;DE;16123;2008-12-14
NLR;Lauf(rechts Peg);DE;16122;2008-12-14
NLA;Laufach;DE;16124;2008-12-14
XSLL;Läufelfingen;;;
XSLF;Laufen;;;
TLFK;Laufen (Kocher);;;
MLF;Laufen (Oberbay);DE;16126;2008-12-14
RLFG;Laufenbg (Baden);DE;16127;2008-12-14
RLBO;Laufenbg(Bad)Ost;DE;16128;2008-12-14
XSLN;Laufenburg;;;
TLFM;Laufenmühle;;;
TLN;Lauffen (Neckar);DE;16129;2008-12-14
MLIG;Lauingen;DE;16130;2008-12-14
TLW O;Lauph Kurve Ost;DE;16132;2010-12-12
TLW S;Lauph Kurve Süd;DE;16133;2010-12-12
TLW K;Laupheim Kurve;DE;16131;2010-12-12
TLM;Laupheim Stadt;DE;16134;2008-12-14
TLW;Laupheim West;DE;16135;2008-12-14
FLBG;Laurenburg/Lahn;DE;16136;2008-12-14
XILR;Lauriano;;;
XSLA;Lausanne;;;
XSLAF;Lausanne-Flon;;;
ULA;Lauscha (Thür);DE;16138;2008-12-14
XSLS;Lausen;;;
RLHB;Lausheim-Blumegg;;;
LLSG;Laußig (b Düben);DE;16140;2009-04-02
DLZ;Laußnitz;DE;16141;2008-12-14
BLA;Lauta (NL);DE;16143;2010-01-01
BQLA;Lauta (Nl) LGr;DE;16145;2008-12-14
RLBA;Lautenb (Baden);DE;16146;2008-12-14
MLT;Lauter;DE;16147;2008-12-14
DLR;Lauter (Sachs);DE;16148;2008-12-14
XALAH;Lauterach;;;
FLAU;Lauterb (Hess) N;DE;16149;2008-12-14
WLAU;Lauterbach (Rg);DE;16152;2008-12-14
WLAM;Lauterbach Mole;DE;16153;2008-12-14
LLSB;Lauterbach-Stein;DE;16154;2008-12-14
HBLB;Lauterb-Barbis;DE;10485;2008-12-14
XFLTG;Lauterbourg;DE;16155;2008-12-14
SLKG;Lauterecken-Gru.;DE;16156;2008-12-14
XDLA;Laven;;;
XILVM;Laveno Mombello;;;
XILV;Lavino;;;
ZULV;Lavochne;;;
XVLX;Laxa;;;
XCLZ;Lazarevskaia;;;
XTLK;Lazne Kynzvart;;;
BNF;Lb-Neuendorf;;;
ALD G;L-Dänischbg Gbf;DE;16572;2014-12-14
XFLBL;Le Boulou;;;
XFLB;Le Bourget;;;
XICG;Le Cave / Grasst;;;
XFLC;Le Creusot TGV;;;
XFHV;Le Havre;;;
XFLM;Le Mans;;;
XFRVM;Le Raincy;;;
XFTP;Le Treport Mers;;;
XOLA;Leangen;;;
SLCH;Lebach;DE;16157;2008-12-14
SLCG;Lebach DB/Saarb;DE;16158;2013-01-10
SLCJ;Lebach-Jabach;DE;16160;2010-12-12
XBLK;Lebbeke;;;
XPLB;Lebork;;;
XILC;Lecce;;;
XILMA;Lecco Maggianico;;;
XCLE;Lechebnyi;;;
ELEC;Lechtenberg;DE;17342;2008-12-14
DLEW;Leckwitz;DE;16162;2011-01-20
XPLD;Ledziny;;;
HLEEP;Leer Gbf;DE;16165;2008-12-14
HLEEA;Leer Süd;DE;16167;2008-12-14
HLEE;Leer/Ostfriesl;DE;16164;2008-12-14
HQLS;Leese-Sto NI/NRW;DE;16170;2008-12-14
HLST;Leese-Stolzenau;DE;16169;2008-12-14
HLEB;Leeste(b Bremen);;;
XNLW;Leeuwarden;;;
ELGD;Legden;DE;16171;2010-12-12
ULE;Legefeld;DE;16172;2008-12-14
RLT;Legelshurst;DE;16173;2008-12-14
XPLG;Legionowo;;;
XILGN;Legnano;;;
XPLE;Legnica;;;
XULH;Lehliu;;;
SLE;Lehmen;DE;16174;2008-12-14
DLH;Lehndorf;DE;16175;2008-12-14
FLEH;Lehnheim;DE;16176;2008-12-14
BLEN;Lehnitz;DE;16177;2008-12-14
ALHG;Lehnshallig;DE;16178;2008-12-14
NLE;Lehrberg;DE;16179;2008-12-14
HLEH;Lehre/Braunschw;DE;16180;2008-12-14
HLER;Lehrte;DE;16181;2008-12-14
HLERN;Lehrte Nord;DE;16185;2008-12-14
HLERW;Lehrte West;DE;16186;2008-12-14
XALZ;Leibnitz;;;
KLEL;Leichlingen;DE;16187;2009-01-01
XNL;Leiden;;;
XNLL;Leiden Lamme;;;
XNLI;Leidschend ICE;;;
XNLV;Leidschendam-V;;;
HLFG;Leiferde(b Gifh);DE;16188;2008-12-14
HLFB;Leiferde/Brg;DE;16190;2008-12-14
HLFU;Leiferde/Gih Üst;DE;16189;2008-12-14
ELEI;Leimstruth;DE;16193;2008-12-14
UL;Leinefelde;DE;16196;2008-12-14
TLF;Leinfelden;DE;16197;2008-12-14
TLG;Leingarten;DE;16198;2008-12-24
TLGM;Leingarten Mitte;DE;16199;2010-12-12
TLGO;Leingarten Ost;DE;16200;2010-12-12
TLGW;Leingarten West;DE;16201;2010-12-12
MLEH;Leipheim;DE;16202;2008-12-14
FKBHW;Leipz Pl(Weberh);;;
LLB;Leipzig Bayer Bf;DE;16204;2013-09-29
LL;Leipzig Hbf;DE;16212;2008-12-14
LMDR;Leipzig MDR;DE;16218;2013-09-29
LNW;Leipzig Messe;DE;16219;2008-12-14
LNW H;Leipzig Messe Hp;DE;16220;2008-12-14
LLN;Leipzig Nord;DE;16227;2011-03-13
LL  N;Leipzig Nordkopf;DE;16228;2011-03-31
LLAN;Leipzig-Anger;DE;16244;2008-12-14
FKBHL;Leipziger Platz;;;
LLG;Leipzig-Gohlis;DE;16250;2008-12-14
LLEL;Leipzig-Leutzsch;DE;16255;2008-12-14
LLMO;Leipzig-Mockau;DE;16262;2008-12-14
LLMH;Leipzig-Möckern;DE;16264;2008-12-14
LMLK;Leipzig-Mölkau;DE;16266;2008-12-14
LLP;Leipzig-Plagwitz;DE;16269;2008-12-14
